elapsed_seconds_since_start,server_round,event_type,client_cid,s_available_cids_count,s_client_state_tuple,s_client_q_value,s_client_selection_prob,s_was_selected,s_softmax_temperature,s_selection_context_global_f1_prev_round,s_selection_context_max_global_f1_achieved,l_state_at_selection,l_reward_performance_component,l_reward_fairness_penalty_component,l_reward_total_global_for_action,l_q_current_value_S,l_q_next_max_value_S_prime,l_q_updated_value_S,l_rl_learning_rate,l_rl_discount_factor,l_learn_context_current_global_f1,l_learn_context_last_global_f1,l_learn_context_last_global_precision,l_learn_context_last_global_recall,l_learn_context_max_global_f1,l_reward_resource_cost_component,gm_eval_avg_anomaly_score,gm_eval_accuracy,gm_eval_f1,gm_eval_precision,gm_eval_recall,gm_eval_avg_client_time_seconds,gm_eval_clients_attempted,gm_eval_clients_valid_metrics,gm_fit_g_loss,gm_fit_d_loss,gm_fit_avg_client_time_seconds,gm_fit_clients_total_received,gm_fit_clients_valid_for_loss,c_eval_partition_id,c_eval_profile_name,c_eval_cores,c_eval_f1,c_eval_accuracy,c_eval_precision,c_eval_recall,c_eval_num_samples,c_eval_time_seconds,c_fit_partition_id,c_fit_cpu_percent,c_fit_ram_mb,c_fit_time_seconds,c_fit_post_local_f1,c_fit_g_loss,c_fit_d_loss
24.327285,3,selection_info,10913316872057236365,10,"(6, 0, 0, 6, 0)",0.0,0.09848516877899455,0,1.0,0.668292622133257,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.327554,3,selection_info,6587436948557123441,10,"(6, 0, 1, 6, 0)",0.0,0.09848516877899455,0,1.0,0.668292622133257,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.32787,3,selection_info,17456602372862189643,10,"(6, 0, 0, 6, 0)",0.0,0.09848516877899455,0,1.0,0.668292622133257,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.353168,3,client_fit_metrics,8560019474512340676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.0,0.0,0.10292792320251465,,,
30.353764,3,client_fit_metrics,15388649110162717160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.62109375,0.10197710990905762,,,
30.3542,3,client_fit_metrics,2395859185497387824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5.56875,127.078125,2.213310718536377,0.6781609195402298,0.7042956612660334,1.3814811591001657
30.37913,3,global_fit_metrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7042956612660334,1.3814811591001657,0.806071917215983,3,1,,,,,,,,,,,,,,,,
36.428944,3,client_eval_metrics,5975185251685626785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Mid-Range Edge,4,0.6716417910447762,0.5295211529521153,0.8023255813953488,0.5775669642857143,2151,0.0393528938293457,,,,,,,
36.429446,3,client_eval_metrics,10913316872057236365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Low-End IoT,1,0.6642599277978339,0.515625,0.8,0.5679012345679012,576,0.01859140396118164,,,,,,,
36.429907,3,client_eval_metrics,15388649110162717160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,High-End Edge CPU,8,0.6741826381059752,0.5338709677419354,0.803763440860215,0.5805825242718446,620,0.03128457069396973,,,,,,,
36.430256,3,client_eval_metrics,8560019474512340676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,High-End Edge CPU,5,0.6837606837606838,0.5409429280397022,0.8264462809917356,0.5830903790087464,403,0.018973588943481445,,,,,,,
36.430879,3,client_eval_metrics,12043264814094380418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Low-End IoT,1,0.6738351254480287,0.5252173913043479,0.8173913043478261,0.573170731707317,575,0.017584800720214844,,,,,,,
36.431386,3,client_eval_metrics,2395859185497387824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,High-End Edge CPU,5,0.6781609195402298,0.5409836065573771,0.8082191780821918,0.5841584158415841,122,0.010539054870605469,,,,,,,
36.431818,3,client_eval_metrics,17456602372862189643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Low-End IoT,2,0.7320261437908496,0.6095238095238096,0.8888888888888888,0.6222222222222222,105,0.010076761245727539,,,,,,,
36.432175,3,client_eval_metrics,1640189632563049314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Mid-Range Edge,2,0.6831683168316832,0.539568345323741,0.828,0.5814606741573034,417,0.01949334144592285,,,,,,,
36.432743,3,client_eval_metrics,6587436948557123441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Mid-Range Edge,3,0.6787268147469658,0.5351225977468522,0.8183324130314743,0.57981220657277,3018,0.04213094711303711,,,,,,,
36.433056,3,client_eval_metrics,4296149388320225194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Low-End IoT,2,0.6979166666666666,0.5606060606060606,0.8481012658227848,0.5929203539823009,132,0.01582789421081543,,,,,,,
36.436931,3,learning_update,8560019474512340676,,,,,,,,,"(6, 0, 2, 6, 0)",1.1668247404275136,0.0,0.8068247404275136,0.05,0.05,0.058018247404275136,0.01,0.9,0.6766007256521548,0.668292622133257,0.8038598029808097,0.5718766258794907,0.6766007256521548,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.437982,3,learning_update,15388649110162717160,,,,,,,,,"(6, 1, 2, 6, 0)",1.1668247404275136,0.0,0.8068247404275136,0.05,0.05,0.058018247404275136,0.01,0.9,0.6766007256521548,0.668292622133257,0.8038598029808097,0.5718766258794907,0.6766007256521548,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.438977,3,learning_update,2395859185497387824,,,,,,,,,"(6, 0, 2, 6, 0)",1.1668247404275136,0.0,0.8068247404275136,0.058018247404275136,0.05,0.06595631233450752,0.01,0.9,0.6766007256521548,0.668292622133257,0.8038598029808097,0.5718766258794907,0.6766007256521548,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.439521,3,global_eval_metrics,,,,,,,,,,,,,,,,,,,,,,,,,0.5078443825824872,0.5334400788274418,0.6766007256521548,0.8137556562176815,0.579035090178882,0.022385525703430175,10,10,,,,,,,,,,,,,,,,,,,,,
36.44207,4,selection_info,1640189632563049314,10,"(6, 0, 0, 6, 6)",0.0,0.09847748253182326,0,0.995,0.6766007256521548,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.44246,4,selection_info,5975185251685626785,10,"(6, 0, 1, 6, 6)",0.0,0.09847748253182326,0,0.995,0.6766007256521548,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.442754,4,selection_info,8560019474512340676,10,"(6, 1, 2, 6, 6)",0.05,0.10355254075907905,1,0.995,0.6766007256521548,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.443038,4,selection_info,12043264814094380418,10,"(6, 0, 0, 6, 6)",0.0,0.09847748253182326,0,0.995,0.6766007256521548,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.443336,4,selection_info,4296149388320225194,10,"(6, 0, 0, 6, 6)",0.0,0.09847748253182326,0,0.995,0.6766007256521548,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.443904,4,selection_info,15388649110162717160,10,"(6, 2, 2, 6, 6)",0.05,0.10355254075907905,1,0.995,0.6766007256521548,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.444335,4,selection_info,2395859185497387824,10,"(6, 1, 2, 6, 6)",0.05,0.10355254075907905,1,0.995,0.6766007256521548,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.444655,4,selection_info,10913316872057236365,10,"(6, 0, 0, 6, 6)",0.0,0.09847748253182326,0,0.995,0.6766007256521548,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.445007,4,selection_info,6587436948557123441,10,"(6, 0, 1, 6, 6)",0.0,0.09847748253182326,0,0.995,0.6766007256521548,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.445407,4,selection_info,17456602372862189643,10,"(6, 0, 0, 6, 6)",0.0,0.09847748253182326,0,0.995,0.6766007256521548,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.466369,4,client_fit_metrics,15388649110162717160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.0,0.0,0.10222053527832031,,,
42.466879,4,client_fit_metrics,2395859185497387824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29.63125,0.0,0.18379998207092285,0.6666666666666666,0.7400640611087576,1.3520001288021313
42.467175,4,client_fit_metrics,8560019474512340676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.0,0.46484375,0.10234618186950684,,,
42.551896,4,global_fit_metrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7400640611087576,1.3520001288021313,0.12945556640625,3,1,,,,,,,,,,,,,,,,
51.603758,4,client_eval_metrics,10913316872057236365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Low-End IoT,1,0.6450060168471721,0.4878472222222222,0.7768115942028986,0.551440329218107,576,0.020766258239746094,,,,,,,
51.604172,4,client_eval_metrics,15388649110162717160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,High-End Edge CPU,8,0.644870349492672,0.49193548387096775,0.7688172043010753,0.5553398058252427,620,0.02398204803466797,,,,,,,
51.604694,4,client_eval_metrics,8560019474512340676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,High-End Edge CPU,5,0.6632478632478632,0.511166253101737,0.8016528925619835,0.565597667638484,403,0.012209653854370117,,,,,,,
51.605045,4,client_eval_metrics,2395859185497387824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,High-End Edge CPU,5,0.6666666666666666,0.5245901639344263,0.7945205479452054,0.5742574257425742,122,0.011811017990112305,,,,,,,
51.605423,4,client_eval_metrics,12043264814094380418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Low-End IoT,1,0.6666666666666666,0.5147826086956522,0.808695652173913,0.5670731707317073,575,0.0157318115234375,,,,,,,
51.605693,4,client_eval_metrics,1640189632563049314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Mid-Range Edge,2,0.66996699669967,0.5203836930455635,0.812,0.5702247191011236,417,0.01515340805053711,,,,,,,
51.606024,4,client_eval_metrics,4296149388320225194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Low-End IoT,2,0.6666666666666666,0.5151515151515151,0.810126582278481,0.5663716814159292,132,0.013413429260253906,,,,,,,
51.60631,4,client_eval_metrics,17456602372862189643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Low-End IoT,2,0.6797385620915033,0.5333333333333333,0.8253968253968254,0.5777777777777777,105,0.011649370193481445,,,,,,,
51.606672,4,client_eval_metrics,5975185251685626785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Mid-Range Edge,4,0.6482803374432187,0.49604834960483496,0.7744186046511627,0.5574776785714286,2151,0.044545888900756836,,,,,,,
51.606965,4,client_eval_metrics,6587436948557123441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Mid-Range Edge,3,0.6558277994046257,0.5019880715705766,0.7907233572611817,0.5602503912363067,3018,0.05073118209838867,,,,,,,
51.610048,4,learning_update,8560019474512340676,,,,,,,,,"(6, 1, 2, 6, 6)",-0.028744357803965087,0.0,-0.3887443578039651,0.05,0.05,0.04606255642196035,0.01,0.9,0.6547341703451013,0.6766007256521548,0.8137556562176815,0.579035090178882,0.6766007256521548,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.610827,4,learning_update,15388649110162717160,,,,,,,,,"(6, 2, 2, 6, 6)",-0.028744357803965087,0.0,-0.3887443578039651,0.05,0.05,0.04606255642196035,0.01,0.9,0.6547341703451013,0.6766007256521548,0.8137556562176815,0.579035090178882,0.6766007256521548,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.611538,4,learning_update,2395859185497387824,,,,,,,,,"(6, 1, 2, 6, 6)",-0.028744357803965087,0.0,-0.3887443578039651,0.04606255642196035,0.04606255642196035,0.04212905028749874,0.01,0.9,0.6547341703451013,0.6766007256521548,0.8137556562176815,0.579035090178882,0.6766007256521548,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.612011,4,global_eval_metrics,,,,,,,,,,,,,,,,,,,,,,,,,0.5084724566856912,0.5019091021061707,0.6547341703451013,0.7874729220132597,0.5603133701500147,0.021999406814575195,10,10,,,,,,,,,,,,,,,,,,,,,
51.614146,5,selection_info,1640189632563049314,10,"(6, 0, 0, 6, 6)",0.0,0.09855078412604851,0,0.990025,0.6547341703451013,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.614648,5,selection_info,5975185251685626785,10,"(6, 0, 1, 6, 6)",0.0,0.09855078412604851,0,0.990025,0.6547341703451013,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.614987,5,selection_info,8560019474512340676,10,"(6, 2, 2, 6, 6)",0.04606255642196035,0.10324435973213344,1,0.990025,0.6547341703451013,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.615361,5,selection_info,12043264814094380418,10,"(6, 0, 0, 6, 6)",0.0,0.09855078412604851,0,0.990025,0.6547341703451013,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.61571,5,selection_info,4296149388320225194,10,"(6, 0, 0, 6, 6)",0.0,0.09855078412604851,0,0.990025,0.6547341703451013,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.615986,5,selection_info,15388649110162717160,10,"(6, 3, 2, 6, 6)",0.05,0.10365579165339371,1,0.990025,0.6547341703451013,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.616339,5,selection_info,2395859185497387824,10,"(6, 2, 2, 6, 6)",0.04606255642196035,0.10324435973213344,1,0.990025,0.6547341703451013,0.6766007256521548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
